id,cpf_cidadao,servico_slug,servico_nome,categoria,data_solicitacao,dias_para_concluir,status,nota_satisfacao,verificacao_facial_falhou
230,310.589.427-60,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-12-31,2,Concluído,4.3,False
231,172.530.869-02,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-05-16,5,Concluído,3.9,False
232,172.530.869-02,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-04-14,7,Concluído,4.5,False
233,172.530.869-02,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-06-17,2,Concluído,3.4,False
234,237.094.516-80,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-12-20,10,Concluído,4.4,False
235,237.094.516-80,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-03-06,10,Concluído,4.4,False
236,237.094.516-80,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2025-09-17,2,Concluído,5.0,False
237,125.703.489-88,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-02-28,1,Concluído,4.9,False
238,125.703.489-88,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-01-27,6,Concluído,3.4,False
239,125.703.489-88,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-04-30,7,Concluído,4.4,False
240,125.703.489-88,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-08-08,2,Concluído,5.0,False
241,824.169.537-37,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-03-28,1,Concluído,5.0,False
242,824.169.537-37,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-06-09,1,Em andamento,4.2,False
243,928.546.730-00,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-09-19,15,Concluído,5.0,False
244,928.546.730-00,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-04-23,3,Concluído,4.1,False
245,784.523.169-09,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-06-02,1,Concluído,5.0,False
246,784.523.169-09,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-05-24,1,Concluído,4.5,False
247,784.523.169-09,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-11-19,5,Concluído,3.4,False
248,784.523.169-09,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-03-04,2,Concluído,3.7,False
249,529.678.410-30,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-01-22,4,Concluído,4.8,False
250,529.678.410-30,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2025-12-09,1,Concluído,4.6,False
251,529.678.410-30,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-10-21,18,Em andamento,3.6,False
252,468.172.903-50,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-09-11,2,Concluído,4.3,False
253,350.729.416-80,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-12-30,1,Concluído,4.4,False
254,083.246.915-70,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-12-16,11,Concluído,3.8,False
255,083.246.915-70,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-04-27,1,Concluído,4.4,False
256,083.246.915-70,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-09-22,1,Concluído,3.6,False
257,083.246.915-70,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-07-22,8,Concluído,3.2,False
258,852.149.370-32,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-02-23,16,Concluído,4.4,False
259,852.149.370-32,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-09-23,3,Concluído,4.8,False
260,852.149.370-32,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-10-15,20,Concluído,3.8,False
261,952.347.861-37,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-08-17,1,Concluído,3.8,False
262,952.347.861-37,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-02-04,6,Atrasado,3.3,False
263,952.347.861-37,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-08-24,6,Concluído,4.9,False
264,952.347.861-37,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-04-29,14,Atrasado,3.9,False
265,074.586.129-67,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-04-06,2,Concluído,4.3,False
266,562.391.874-37,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-11-28,1,Concluído,4.1,False
267,562.391.874-37,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-03-29,1,Concluído,4.6,False
268,562.391.874-37,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-09-27,1,Em andamento,3.6,False
269,562.391.874-37,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-02-03,5,Concluído,3.8,False
270,275.498.306-65,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-01-27,5,Em andamento,3.7,False
271,275.498.306-65,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-10-11,1,Concluído,4.6,False
272,275.498.306-65,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-05-11,1,Concluído,4.4,False
273,275.498.306-65,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-09-15,13,Concluído,3.5,False
274,584.207.316-17,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-04-10,1,Concluído,4.9,False
275,584.207.316-17,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-08-01,10,Concluído,4.3,False
276,584.207.316-17,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-09-01,18,Concluído,4.2,False
277,489.107.652-67,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-04-18,2,Concluído,4.2,False
278,489.107.652-67,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-05-13,1,Concluído,4.3,False
279,489.107.652-67,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-07-05,1,Concluído,5.0,False
280,120.493.657-99,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-02-11,1,Concluído,5.0,False
281,120.493.657-99,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-05-11,3,Concluído,3.2,False
282,026.719.354-80,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-02-24,1,Concluído,5.0,False
283,026.719.354-80,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-03-30,1,Concluído,4.5,False
284,026.719.354-80,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-10-16,4,Concluído,3.8,False
285,026.719.354-80,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-09-24,9,Atrasado,4.2,False
286,729.810.645-76,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-04-24,6,Concluído,3.1,False
287,729.810.645-76,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-11-15,2,Concluído,4.3,False
288,729.810.645-76,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-09-01,5,Concluído,3.7,False
289,729.810.645-76,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-02-02,2,Concluído,3.4,False
290,695.038.147-66,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-05-14,12,Concluído,4.1,False
291,695.038.147-66,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-03-05,3,Concluído,5.0,False
292,695.038.147-66,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-02-21,1,Concluído,4.0,False
293,695.038.147-66,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-02-12,1,Concluído,3.6,False
294,904.521.863-15,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-05-10,1,Concluído,4.1,False
295,279.354.816-28,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-10-19,4,Concluído,3.1,False
296,893.461.572-91,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-05-24,1,Concluído,4.6,False
297,893.461.572-91,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-11-24,9,Concluído,4.3,False
298,893.461.572-91,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-09-26,7,Concluído,3.8,False
299,893.461.572-91,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-07-23,2,Concluído,5.0,False
300,670.432.819-03,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-03-23,2,Concluído,4.0,False
301,670.432.819-03,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-01-14,13,Concluído,4.3,True
302,704.315.692-07,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-09-16,13,Concluído,4.5,False
303,823.605.917-03,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-12-24,13,Concluído,4.1,False
304,823.605.917-03,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-01-21,1,Concluído,4.9,False
305,603.185.497-00,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-01-27,1,Concluído,4.2,False
306,603.185.497-00,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-06-01,1,Concluído,5.0,False
307,603.185.497-00,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-11-23,9,Concluído,4.3,False
308,603.185.497-00,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-01-23,2,Concluído,4.9,False
309,358.126.497-82,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-02-26,3,Atrasado,3.3,False
310,358.126.497-82,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2025-09-18,2,Concluído,3.2,False
311,358.126.497-82,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-10-05,9,Concluído,3.9,False
312,569.738.142-55,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-02-12,2,Concluído,3.2,False
313,569.738.142-55,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2025-12-13,1,Atrasado,3.7,False
314,692.317.580-12,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-01-27,1,Em andamento,3.1,False
315,692.317.580-12,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-06-07,2,Concluído,2.9,False
316,692.317.580-12,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-01-04,7,Concluído,4.2,False
317,692.317.580-12,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-01-30,6,Concluído,3.7,False
318,013.645.879-39,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-12-13,1,Concluído,5.0,False
319,013.645.879-39,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-01-04,2,Concluído,3.8,False
320,013.645.879-39,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-12-10,1,Concluído,3.8,False
321,369.425.718-73,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-02-01,1,Concluído,3.2,False
322,596.041.873-84,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-01-27,3,Concluído,5.0,False
323,596.041.873-84,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-07-16,1,Concluído,4.2,False
324,854.639.701-57,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-10-26,3,Concluído,4.1,False
325,854.639.701-57,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-08-15,6,Concluído,3.5,False
326,854.639.701-57,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-06-20,3,Concluído,4.4,False
327,096.157.823-86,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-02-16,3,Concluído,3.4,False
328,860.742.591-94,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-05-10,15,Concluído,4.2,False
329,860.742.591-94,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-10-03,1,Concluído,4.5,False
330,567.419.230-80,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-02-20,1,Concluído,4.5,False
331,567.419.230-80,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-03-10,4,Concluído,3.9,False
332,567.419.230-80,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-07-29,1,Concluído,3.9,False
333,567.419.230-80,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-03-15,8,Concluído,2.7,False
334,217.639.045-80,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-04-02,1,Concluído,4.0,False
335,217.639.045-80,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-11-29,5,Atrasado,3.1,False
336,503.417.896-66,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-10-29,1,Concluído,3.9,False
337,185.063.974-48,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-09-14,2,Atrasado,4.5,False
338,185.063.974-48,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-10-17,6,Em andamento,4.9,False
339,869.154.307-84,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-10-09,4,Concluído,3.7,False
340,190.236.475-99,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-02-07,7,Concluído,3.0,False
341,190.236.475-99,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-01-13,12,Concluído,4.1,False
342,190.236.475-99,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-09-10,1,Em andamento,3.3,False
343,604.398.127-04,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-05-20,1,Concluído,5.0,False
344,604.398.127-04,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-04-07,1,Concluído,5.0,False
345,469.302.751-07,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-07-03,18,Concluído,4.1,False
346,469.302.751-07,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-06-22,2,Concluído,4.1,False
347,579.384.162-82,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-08-01,6,Concluído,3.4,False
348,579.384.162-82,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-03-19,16,Concluído,3.7,False
349,579.384.162-82,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-04-26,1,Concluído,4.1,False
350,579.384.162-82,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-11-07,1,Concluído,5.0,False
351,649.208.175-76,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-12-28,1,Concluído,4.9,False
352,649.208.175-76,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-05-15,4,Concluído,3.6,False
353,649.208.175-76,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-12-18,13,Concluído,3.7,False
354,439.518.706-48,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-02-11,1,Concluído,5.0,False
355,439.518.706-48,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-08-08,1,Concluído,4.5,False
356,439.518.706-48,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-08-25,10,Concluído,2.9,False
357,352.840.917-79,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2025-10-22,1,Concluído,4.3,False
358,352.840.917-79,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-04-09,22,Em andamento,4.4,False
359,352.840.917-79,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-03-31,4,Atrasado,4.2,True
360,352.840.917-79,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-09-22,1,Concluído,5.0,False
361,782.903.516-40,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-07-17,1,Concluído,4.8,False
362,782.903.516-40,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2025-10-13,1,Concluído,4.2,False
363,719.563.208-30,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-01-03,2,Concluído,4.1,False
364,825.437.160-17,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-04-30,1,Concluído,4.0,False
365,825.437.160-17,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-03-27,3,Concluído,3.5,False
366,825.437.160-17,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-09-15,13,Concluído,3.6,False
367,394.650.728-00,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2025-11-28,1,Concluído,4.8,False
368,158.634.927-91,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-12-28,3,Concluído,4.3,False
369,286.341.750-90,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-03-12,1,Concluído,4.7,False
370,570.628.349-47,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-10-14,3,Concluído,3.9,False
371,903.286.147-69,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-03-08,12,Concluído,4.3,False
372,903.286.147-69,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-12-24,3,Concluído,4.4,False
373,903.286.147-69,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-01-19,8,Concluído,2.8,True
374,807.413.926-31,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-11-30,1,Concluído,3.6,False
375,807.413.926-31,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-03-10,1,Concluído,3.5,False
376,807.413.926-31,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-06-06,1,Concluído,3.5,False
377,807.413.926-31,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-06-29,17,Concluído,3.8,False
378,562.419.803-51,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-03-27,20,Atrasado,3.8,False
379,562.419.803-51,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-07-23,11,Concluído,5.0,False
380,562.419.803-51,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-07-04,1,Concluído,4.3,False
381,126.089.475-49,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-11-21,14,Em andamento,4.0,False
382,126.089.475-49,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-11-28,5,Concluído,4.2,False
383,126.089.475-49,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-04-18,1,Concluído,5.0,False
384,126.089.475-49,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-09-21,1,Concluído,4.1,False
385,164.523.790-70,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-07-07,1,Concluído,3.8,False
386,164.523.790-70,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-06-22,1,Concluído,4.5,False
387,459.278.163-55,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-04-10,1,Concluído,4.0,False
388,459.278.163-55,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-04-12,2,Concluído,3.5,False
389,459.278.163-55,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-03-31,2,Concluído,5.0,False
